,pk_cid,recency,ingesta,frequency,monetary_value,r_quartile,f_quartile,m_quartile,i_quartile,RFMScore,region_code,salary,age,gender,unidades_vendidas_total,em_acount,debit_card
10458,1402044,345,304,11,230,4,1,1,2,411,30.0,113652,24,2,1.0,1.0,0.0
3570,1401217,351,334,12,780,4,1,1,1,411,28.0,130815,39,1,2.0,1.0,1.0
1665,1384783,457,426,15,1050,4,1,1,1,411,28.0,151525,49,1,2.0,1.0,1.0
8126,1381553,473,454,16,400,4,1,1,1,411,28.0,62393,32,1,1.0,1.0,0.0
11241,1250617,315,304,11,200,4,1,1,2,411,28.0,155263,52,2,1.0,0.0,0.0
10845,1379115,484,454,16,220,4,1,1,1,411,30.0,70022,31,2,1.0,1.0,0.0
9896,1377737,491,485,17,260,4,1,1,1,411,50.0,106397,48,2,1.0,1.0,0.0
10944,1377983,490,485,17,210,4,1,1,1,411,28.0,97794,36,1,1.0,1.0,0.0
7182,1399194,366,365,13,490,4,1,1,1,411,28.0,194257,44,2,1.0,1.0,0.0
704,1388654,434,426,15,1350,4,1,1,1,411,11.0,32278,57,1,4.0,0.0,0.0
5957,1408093,314,304,11,590,4,1,1,2,411,38.0,87056,46,2,2.0,1.0,1.0
8757,1401172,352,304,11,330,4,1,1,2,411,28.0,113652,52,1,1.0,1.0,0.0
5826,1395919,386,365,13,600,4,1,1,1,411,28.0,139602,48,1,2.0,1.0,1.0
5979,1410971,311,304,11,590,4,1,1,2,411,28.0,76046,31,2,2.0,1.0,1.0
5584,1390565,421,395,14,620,4,1,1,1,411,8.0,130939,41,2,2.0,1.0,0.0
608,1382466,469,454,16,1400,4,1,1,1,411,28.0,144105,22,2,3.0,1.0,0.0
4418,1417198,306,304,11,710,4,1,1,2,411,48.0,113652,29,2,2.0,1.0,1.0
10802,1383969,459,454,16,220,4,1,1,1,411,46.0,52458,23,2,1.0,1.0,0.0
7712,1397109,379,365,13,440,4,1,1,1,411,48.0,113652,37,2,1.0,1.0,0.0
1608,1390524,421,395,14,1060,4,1,1,1,411,33.0,54374,29,2,3.0,1.0,1.0
4707,1383873,462,426,15,690,4,1,1,1,411,25.0,113652,39,2,2.0,1.0,1.0
3617,43520,344,334,12,780,4,1,1,1,411,41.0,108061,47,1,2.0,1.0,1.0
3413,1379987,479,454,16,800,4,1,1,1,411,28.0,116593,35,2,2.0,1.0,0.0
758,1374348,508,485,17,1320,4,1,1,1,411,28.0,79028,32,2,3.0,0.0,1.0
5360,1132766,336,304,11,640,4,1,1,2,411,46.0,68869,42,2,2.0,1.0,1.0
5491,536913,333,334,12,630,4,1,1,1,411,28.0,51785,39,1,2.0,1.0,0.0
4393,1417740,305,304,11,710,4,1,1,2,411,10.0,77686,28,1,2.0,1.0,1.0
11809,1418911,304,304,11,170,4,1,1,2,411,24.0,58770,20,1,1.0,1.0,0.0
4710,1392633,407,395,14,690,4,1,1,1,411,3.0,64580,36,1,3.0,0.0,0.0
8809,1382478,469,395,14,320,4,1,1,1,411,28.0,241425,67,1,1.0,1.0,0.0
399,1392541,407,395,14,1540,4,1,1,1,411,28.0,482830,47,2,4.0,0.0,1.0
3997,1385223,455,426,15,750,4,1,1,1,411,28.0,438508,53,2,3.0,1.0,0.0
542,1374945,505,485,17,1450,4,1,1,1,411,28.0,285902,96,2,3.0,1.0,0.0
10949,1401137,352,334,12,210,4,1,1,1,411,6.0,23272,48,2,2.0,1.0,0.0
4193,1391682,413,395,14,730,4,1,1,1,411,36.0,64943,30,2,2.0,1.0,0.0
3858,1382841,466,454,16,760,4,1,1,1,411,28.0,60268,39,2,3.0,0.0,0.0
5680,1403252,337,304,11,610,4,1,1,2,411,28.0,249432,32,1,2.0,0.0,0.0
3883,1384768,457,454,16,760,4,1,1,1,411,28.0,271603,70,1,2.0,1.0,0.0
1602,1374657,506,485,17,1060,4,1,1,1,411,3.0,113652,42,1,2.0,1.0,1.0
2075,1390210,423,395,14,980,4,1,1,1,411,45.0,92190,49,1,2.0,1.0,1.0
4279,1401901,346,334,12,720,4,1,1,1,411,28.0,64019,32,1,2.0,1.0,1.0
4614,1384133,459,454,16,700,4,1,1,1,411,33.0,113652,40,2,2.0,1.0,1.0
11274,1378923,484,454,16,200,4,1,1,1,411,28.0,161870,24,2,1.0,0.5,0.0
367,1388019,437,426,15,1580,4,1,1,1,411,28.0,35873,38,1,5.0,0.0,1.0
9253,1376087,499,485,17,290,4,1,1,1,411,28.0,126936,23,2,1.0,1.0,0.0
2531,1374770,505,485,17,920,4,1,1,1,411,28.0,57033,23,2,3.0,0.0,0.0
9627,1387095,443,426,15,270,4,1,1,1,411,28.0,113652,63,1,1.0,1.0,0.0
7953,1404138,330,304,11,410,4,1,1,2,411,28.0,139686,42,1,1.0,1.0,0.0
11134,1374605,506,485,17,200,4,1,1,1,411,28.0,48603,29,2,1.0,0.0,0.0
2174,1380408,478,454,16,970,4,1,1,1,411,28.0,229233,68,2,2.0,1.0,0.0
63,1389062,431,395,14,2140,4,1,1,1,411,48.0,113652,43,2,6.0,0.0,1.0
8065,1401417,350,304,11,400,4,1,1,2,411,7.0,53631,29,2,1.0,1.0,0.0
10858,1400179,359,334,12,220,4,1,1,1,411,3.0,113652,45,1,1.0,0.0,0.0
10584,1392639,407,395,12,230,4,1,1,1,411,4.0,113652,45,1,1.0,1.0,0.0
10983,1387901,438,426,15,210,4,1,1,1,411,3.0,71965,37,2,1.0,1.0,0.0
2755,1380579,477,454,16,880,4,1,1,1,411,28.0,64573,34,2,2.0,1.0,1.0
6130,1391213,415,395,14,580,4,1,1,1,411,9.0,100699,54,2,2.0,1.0,0.0
3284,1386783,445,426,15,810,4,1,1,1,411,43.0,119442,28,2,1.0,0.0,1.0
5537,1377810,491,485,17,620,4,1,1,1,411,28.0,56730,32,2,3.0,0.0,0.0
9318,1377908,490,485,17,290,4,1,1,1,411,28.0,311752,31,2,1.0,1.0,0.0
9501,1381625,472,454,16,280,4,1,1,1,411,28.0,72637,47,2,1.0,1.0,0.0
2751,1375901,500,485,17,880,4,1,1,1,411,28.0,44912,31,1,2.0,1.0,1.0
11380,1404154,330,304,11,190,4,1,1,2,411,28.0,43760,79,2,2.0,1.0,0.0
427,1384318,416,395,14,1520,4,1,1,1,411,28.0,141754,31,2,5.0,0.0,1.0
1282,1374594,506,485,17,1130,4,1,1,1,411,50.0,38387,44,2,2.0,1.0,1.0
2439,1391868,410,395,14,920,4,1,1,1,411,28.0,78044,33,1,2.0,1.0,1.0
9509,1382711,466,454,16,280,4,1,1,1,411,7.0,113652,32,2,1.0,1.0,0.0
1402,1407089,316,304,11,1100,4,1,1,2,411,24.0,113652,58,2,4.0,0.0,1.0
11054,1384750,457,426,15,210,4,1,1,1,411,20.0,113652,52,2,1.0,1.0,0.0
1740,1383641,463,426,15,1040,4,1,1,1,411,8.0,113652,26,2,3.0,0.0,0.0
4281,1404584,327,304,11,720,4,1,1,2,411,7.0,121724,33,2,3.0,1.0,1.0
5362,1403888,332,304,11,640,4,1,1,2,411,46.0,47759,34,1,2.0,1.0,1.0
676,1379658,480,454,16,1360,4,1,1,1,411,46.0,57808,48,1,3.0,1.0,0.0
6760,1409200,312,304,11,530,4,1,1,2,411,28.0,190669,32,2,2.0,1.0,1.0
2189,1394230,396,395,14,960,4,1,1,1,411,14.0,55019,52,2,3.0,1.0,1.0
3312,1375766,500,485,17,810,4,1,1,1,411,28.0,62597,34,2,2.0,1.0,0.0
6365,1392655,407,395,14,560,4,1,1,1,411,28.0,68586,87,1,1.0,0.0,0.0
5960,1391958,410,395,14,590,4,1,1,1,411,41.0,105696,46,2,2.0,0.0,0.0
7272,1399969,360,334,12,480,4,1,1,1,411,28.0,304082,48,1,1.0,0.0,0.0
1904,1381761,472,454,16,1000,4,1,1,1,411,7.0,113652,39,2,2.0,1.0,1.0
7520,1378738,485,454,16,460,4,1,1,1,411,8.0,147560,35,1,1.0,1.0,0.0
9887,1406524,317,304,11,260,4,1,1,2,411,35.0,267789,40,1,1.0,0.0,0.0
11193,1389619,428,395,14,200,4,1,1,1,411,18.0,273278,29,2,1.0,1.0,0.0
11863,1414481,308,304,11,170,4,1,1,2,411,41.0,30701,20,2,1.0,1.0,0.0
10424,1385200,455,426,15,240,4,1,1,1,411,28.0,69339,47,1,1.0,0.0,0.0
8769,1397913,373,365,13,330,4,1,1,1,411,41.0,43807,29,1,1.0,1.0,0.0
11461,1376885,494,485,16,190,4,1,1,1,411,35.0,24548,43,2,0.5,0.0,0.0
740,1391011,416,395,14,1330,4,1,1,1,411,11.0,71031,39,1,3.0,0.0,1.0
0,1374819,505,485,17,4290,4,1,1,1,411,28.0,121839,38,2,8.0,0.0,1.0
6699,1413904,308,304,11,530,4,1,1,2,411,36.0,85147,22,1,2.0,1.0,1.0
1730,1387869,438,426,15,1040,4,1,1,1,411,35.0,57887,35,1,2.0,1.0,1.0
4900,1397731,374,365,13,670,4,1,1,1,411,11.0,50057,20,2,2.0,1.0,1.0
1950,647070,473,454,16,1000,4,1,1,1,411,28.0,229100,58,2,2.0,1.0,1.0
9697,1400712,354,334,12,270,4,1,1,1,411,28.0,113652,20,2,1.0,1.0,0.0
1408,1381521,473,454,16,1100,4,1,1,1,411,35.0,26338,29,2,3.0,0.0,0.0
7518,1393341,402,304,11,460,4,1,1,2,411,41.0,53322,36,2,2.0,1.0,1.0
4099,1381606,472,454,16,740,4,1,1,1,411,3.0,113652,31,1,2.0,0.0,0.5
10705,1382412,469,454,16,230,4,1,1,1,411,37.0,55573,63,1,0.0,0.0,0.0
6889,1393120,403,365,13,520,4,1,1,1,411,41.0,113652,30,1,1.0,1.0,1.0
3705,1401707,347,334,12,780,4,1,1,1,411,28.0,228770,26,2,2.0,1.0,1.0
1498,1376582,497,485,17,1070,4,1,1,1,411,50.0,75925,29,2,2.0,1.0,1.0
7195,1389739,428,365,13,490,4,1,1,1,411,3.0,71084,39,1,1.0,0.0,0.0
4265,1160205,350,334,12,720,4,1,1,1,411,46.0,64419,54,1,2.0,1.0,1.0
3238,1378488,486,485,17,820,4,1,1,1,411,28.0,69668,37,2,1.0,0.0,0.0
2389,1388486,435,426,15,930,4,1,1,1,411,29.0,19296,36,1,2.0,1.0,1.0
11753,1408139,313,304,11,170,4,1,1,2,411,46.0,27827,29,1,1.0,1.0,0.0
8542,1375638,501,485,17,350,4,1,1,1,411,11.0,65373,42,2,1.0,1.0,0.0
6870,130625,382,365,13,520,4,1,1,1,411,28.0,207240,57,1,1.0,0.0,0.0
2391,1380443,477,426,15,930,4,1,1,1,411,8.0,134237,32,1,2.0,1.0,1.0
4533,1413879,308,304,11,710,4,1,1,2,411,3.0,59742,28,2,2.0,1.0,1.0
8261,1399840,361,334,12,380,4,1,1,1,411,8.0,99381,36,1,1.0,0.0,0.0
2325,1379049,484,454,16,940,4,1,1,1,411,28.0,49174,30,1,2.0,1.0,1.0
9657,1389382,429,426,15,270,4,1,1,1,411,28.0,176743,63,2,1.0,1.0,0.0
1373,1390046,424,395,11,1110,4,1,1,1,411,46.0,61634,45,2,3.0,1.0,1.0
5424,1401403,350,334,12,640,4,1,1,1,411,8.0,120366,31,1,2.0,0.0,1.0
10102,1404470,329,304,11,250,4,1,1,2,411,29.0,105664,52,1,1.0,1.0,0.0
216,1386083,450,426,15,1740,4,1,1,1,411,28.0,130817,30,1,4.0,0.0,1.0
8516,1407277,316,304,11,350,4,1,1,2,411,9.0,91655,23,1,1.0,1.0,0.0
11217,1390935,416,395,14,200,4,1,1,1,411,8.0,103162,35,1,1.0,1.0,0.0
10498,1391478,414,395,14,230,4,1,1,1,411,3.0,50365,71,2,2.0,1.0,0.0
866,1375216,504,485,17,1270,4,1,1,1,411,3.0,63532,40,2,3.0,1.0,1.0
5176,1397561,375,334,12,650,4,1,1,1,411,3.0,113652,20,1,3.0,0.0,0.0
8552,1404404,329,304,11,350,4,1,1,2,411,28.0,113652,32,1,1.0,1.0,0.0
17,582195,472,454,16,2610,4,1,1,1,411,28.0,158588,52,1,6.0,0.0,1.0
2254,1384269,459,426,15,950,4,1,1,1,411,28.0,115922,28,2,2.0,1.0,1.0
5145,1408540,312,304,11,650,4,1,1,2,411,15.0,113652,46,2,2.0,1.0,1.0
9935,1411573,310,304,11,260,4,1,1,2,411,38.0,101268,29,2,1.0,1.0,0.0
10608,1400482,357,334,12,230,4,1,1,1,411,28.0,290610,33,1,2.0,0.5,0.0
7417,1397249,378,365,13,470,4,1,1,1,411,28.0,36864,67,1,1.0,0.0,0.0
7077,1388031,437,426,15,500,4,1,1,1,411,41.0,178655,63,1,2.0,0.0,0.0
11247,1389006,431,426,15,200,4,1,1,1,411,49.0,71862,37,2,1.0,1.0,0.0
4924,1397049,379,365,13,670,4,1,1,1,411,46.0,268272,46,1,2.0,1.0,1.0
1418,1379194,483,454,16,1100,4,1,1,1,411,46.0,67319,54,1,3.0,1.0,0.0
4466,1389460,429,426,15,710,4,1,1,1,411,9.0,131501,32,2,2.0,1.0,0.0
6926,1401235,351,334,12,520,4,1,1,1,411,28.0,113652,67,1,1.5,0.0,0.0
795,1396348,382,365,13,1290,4,1,1,1,411,23.0,52880,32,1,4.0,0.0,1.0
11037,1378929,484,426,15,210,4,1,1,1,411,1.0,113652,23,2,1.0,1.0,0.0
5905,158366,343,304,11,600,4,1,1,2,411,46.0,91680,61,1,1.0,0.0,0.0
5333,1386679,351,304,11,640,4,1,1,2,411,8.0,41983,51,2,3.0,0.0,0.0
11187,1398051,373,304,11,200,4,1,1,2,411,28.0,51829,57,1,1.0,1.0,0.0
6366,1386463,448,426,15,560,4,1,1,1,411,28.0,102049,38,2,1.0,1.0,0.0
2929,1390243,423,395,14,860,4,1,1,1,411,29.0,54152,37,2,2.0,1.0,1.0
7297,1400026,360,334,12,480,4,1,1,1,411,50.0,88595,20,2,1.5,1.0,0.5
10872,1413077,309,304,11,220,4,1,1,2,411,11.0,128083,22,1,1.0,1.0,0.0
8752,1389659,428,426,15,330,4,1,1,1,411,36.0,110007,43,2,1.0,1.0,0.0
7782,1385675,451,426,15,430,4,1,1,1,411,39.0,113652,49,2,1.0,1.0,0.0
